,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID1795,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
intID1796,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
intID1797,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
intID1798,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
intID1799,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
intID1800,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
intID1801,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
intID1802,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
intID1803,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
intID1804,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
intID1805,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
intID1806,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
intID1807,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
intID1808,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
intID1809,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
intID1810,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
intID1811,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
intID1812,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
intID1813,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
intID1814,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
intID1815,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
intID1816,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
intID1817,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
intID1818,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
intID1819,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
intID1820,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
intID1821,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
intID1822,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
intID1823,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
intID1824,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
intID1825,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
intID1826,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
intID1827,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
intID1828,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
intID1829,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
intID1830,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
intID1831,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
intID1832,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
intID1833,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
intID1834,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
intID1835,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
intID1836,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
intID1837,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
intID1838,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
intID1839,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
intID1840,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
intID1841,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
intID1842,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
intID1843,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
intID1844,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
intID1845,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
intID1846,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
intID1847,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
intID1848,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
intID1849,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
intID1850,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
intID1851,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
intID1852,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
intID1853,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
intID1854,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
intID1855,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
intID1856,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
intID1857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
intID1858,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
intID1859,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
intID1860,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
intID1861,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
intID1862,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
intID1863,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
intID1864,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
intID1865,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
intID1866,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
intID1867,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
intID1868,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
intID1869,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
intID1870,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
intID1871,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
intID1872,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
intID1873,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
intID1874,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
intID1875,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
intID1876,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
intID1877,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
intID1878,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
intID1879,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
intID1880,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
intID1881,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
intID1882,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
intID1883,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
intID1884,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
intID1885,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
intID1886,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
intID1887,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
intID1888,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
intID1889,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
intID1890,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0
intID1891,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
intID1892,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
intID1893,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
intID1894,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
intID1895,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
intID1896,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
intID1897,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
intID1898,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
intID1899,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
intID1900,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
intID1901,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
intID1902,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
intID1903,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
intID1904,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
intID1905,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
intID1906,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
intID1907,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
intID1908,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
intID1909,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
intID1910,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
intID1911,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
intID1912,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
intID1913,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
intID1914,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
intID1915,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
intID1916,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
intID1917,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
intID1918,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
intID1919,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
intID1920,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
intID1921,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
intID1922,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
intID1923,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
intID1924,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
intID1925,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
intID1926,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
intID1927,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
intID1928,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
intID1929,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
intID1930,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
intID1931,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
intID1932,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0
intID1933,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
intID1934,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
intID1935,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
intID1936,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
intID1937,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
intID1938,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
intID1939,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
intID1940,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
intID1941,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
intID1942,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
intID1943,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
intID1944,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
intID1945,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
intID1946,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
intID1947,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
intID1948,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
intID1949,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
intID1950,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
intID1951,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
intID1952,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
intID1953,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
intID1954,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
intID1955,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
intID1956,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
intID1957,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
intID1958,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
intID1959,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
intID1960,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
intID1961,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
intID1962,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
intID1963,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
intID1964,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
intID1965,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
intID1966,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
intID1967,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
intID1968,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
intID1969,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
intID1970,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
intID1971,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
intID1972,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
intID1973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
intID1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
intID1975,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
intID1976,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
intID1977,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
intID1978,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1
intID1979,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
intID1980,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
intID1981,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
intID1982,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
intID1983,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
intID1984,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
intID1985,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0
intID1986,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
intID1987,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
intID1988,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
intID1989,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
intID1990,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
intID1991,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
intID1992,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
intID1993,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
intID1994,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
intID1995,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
intID1996,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
intID1997,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
intID1998,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
intID1999,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
intID2000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0
intID2001,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
intID2002,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
intID2003,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
intID2004,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
intID2005,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
intID2006,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
intID2007,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
intID2008,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0
intID2009,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
intID2010,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
intID2011,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
intID2012,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
intID2013,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
intID2014,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
intID2015,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
intID2016,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
intID2017,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
intID2018,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
intID2019,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
intID2020,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
intID2021,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
intID2022,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
intID2023,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
intID2024,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0
intID2025,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0
intID2026,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
intID2027,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
intID2028,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
intID2029,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0
intID2030,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
intID2031,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
intID2032,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
intID2033,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
intID2034,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
intID2035,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
intID2036,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
intID2037,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1
intID2038,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
intID2039,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
intID2040,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1
intID2041,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
intID2042,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
intID2043,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
intID2044,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
intID2045,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
intID2046,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1
intID2047,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0
intID2048,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
intID2049,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
intID2050,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
intID2051,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
intID2052,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
intID2053,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1
intID2054,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
intID2055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
intID2056,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
intID2057,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
intID2058,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
intID2059,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
intID2060,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
intID2061,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
intID2062,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
intID2063,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
intID2064,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
intID2065,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
intID2066,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
intID2067,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
intID2068,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
intID2069,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
intID2070,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
intID2071,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
intID2072,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
intID2073,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
intID2074,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
intID2075,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0
intID2076,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0
intID2077,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1
intID2078,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
intID2079,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
intID2080,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
intID2081,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
intID2082,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
intID2083,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
intID2084,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
intID2085,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
intID2086,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0
intID2087,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
intID2088,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
intID2089,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1
intID2090,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
